codigoPrestador;representanteLegal;email;nomePrestador;razaoSocial;telefone;celular
1550;João Lima;suporte01@inmestra.com.br;Clínica Nova Esperança;Bem-Estar Diagnósticos LTDA;(67) 7006-4394;(81) 97617-7724
1553;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(35) 4876-7920;(11) 97513-2391
1555;Juliana Castro;esocial01@inmestra.com.br;Instituto MedCare;Saúde e Trabalho LTDA;(73) 3341-7273;(62) 91460-3414
1556;Thiago Almeida;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(73) 8916-9922;(78) 99092-9727
1557;Lucas Ferreira;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Instituto MedCare LTDA;(91) 2757-3733;(80) 92377-7389
1558;Patrícia Andrade;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(63) 3478-7489;(26) 91367-1451
1559;Rafael Dias;esocial01@inmestra.com.br;Instituto MedCare;Bem-Estar Diagnósticos LTDA;(68) 6151-1175;(51) 92243-9923
1560;Gabriela Rocha;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Nova Esperança Serviços Médicos LTDA;(13) 5828-7249;(59) 98944-4140
1562;Gabriela Rocha;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Horizonte Clínicas Integradas;(85) 7119-6464;(57) 96117-4538
1563;Rafael Dias;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(38) 3226-1497;(93) 95067-1996
1564;Thiago Almeida;esocial01@inmestra.com.br;Clínica Vida Saudável;Vida Saudável LTDA;(19) 2283-2097;(45) 91765-6655
1565;Patrícia Andrade;suporte01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(17) 3942-2997;(84) 93538-1562
1566;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(90) 3735-7740;(92) 94247-1207
1567;João Lima;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Instituto MedCare LTDA;(28) 5613-6463;(88) 98587-9676
1568;Patrícia Andrade;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(74) 2176-5995;(93) 94976-2233
1569;Carlos Moreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(43) 7351-4674;(83) 91606-6667
1570;João Lima;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(98) 3550-7014;(73) 98751-6332
1571;Thiago Almeida;suporte01@inmestra.com.br;Clínica Nova Esperança;Bem-Estar Diagnósticos LTDA;(34) 2047-1981;(77) 96094-2495
1572;Juliana Castro;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(71) 6971-9854;(53) 91599-3591
1573;Juliana Castro;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Bem-Estar Diagnósticos LTDA;(28) 5511-2610;(52) 99865-5662
1574;Carlos Moreira;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Bem-Estar Diagnósticos LTDA;(56) 9314-8025;(77) 91941-5454
1575;Vanessa Martins;suporte01@inmestra.com.br;Clínica ProVida;Nova Esperança Serviços Médicos LTDA;(43) 7323-1877;(11) 92947-7668
1576;Gabriela Rocha;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Saúde Integral S/A;(71) 4654-3102;(26) 99466-5279
1577;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica Nova Esperança;Saúde e Trabalho LTDA;(12) 7441-7896;(23) 92849-4179
1578;Juliana Castro;inovacao01@inmestra.com.br;Clínica Horizonte;Instituto MedCare LTDA;(21) 6765-9450;(55) 97029-5838
1581;Thiago Almeida;inovacao01@inmestra.com.br;Instituto MedCare;Corporativa Plus Saúde LTDA;(44) 2834-6768;(38) 93892-4915
1584;Rafael Dias;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(23) 6113-6486;(20) 98201-2929
1586;Carlos Moreira;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Vida Saudável LTDA;(71) 3285-6704;(85) 91793-7571
1587;Patrícia Andrade;suporte01@inmestra.com.br;Clínica ProVida;Corporativa Plus Saúde LTDA;(44) 8306-1164;(95) 99405-4456
1588;Patrícia Andrade;esocial01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(63) 7853-4044;(16) 92640-2561
1589;Thiago Almeida;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(84) 8770-1785;(15) 91935-3730
1592;Carlos Moreira;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde Integral S/A;(97) 5134-3887;(93) 96664-2482
1594;Juliana Castro;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Nova Esperança Serviços Médicos LTDA;(75) 8017-9487;(84) 97885-8363
1595;Vanessa Martins;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Bem-Estar Diagnósticos LTDA;(85) 5123-2975;(92) 96423-2002
1597;Fernanda Souza;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Corporativa Plus Saúde LTDA;(70) 4774-1020;(61) 94001-8679
1598;Patrícia Andrade;esocial01@inmestra.com.br;Clínica ProVida;Saúde e Trabalho LTDA;(54) 8085-4829;(26) 95291-6394
1600;Vanessa Martins;suporte01@inmestra.com.br;Clínica Horizonte;Diagnóstico Avançado S/A;(76) 4683-4254;(82) 94308-2922
1601;Lucas Ferreira;esocial01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(17) 8441-1175;(91) 93719-5302
1603;João Lima;inovacao01@inmestra.com.br;Clínica Nova Esperança;Diagnóstico Avançado S/A;(31) 2196-5362;(43) 99317-6618
1604;Fernanda Souza;esocial01@inmestra.com.br;Saúde Corporativa Plus;Diagnóstico Avançado S/A;(61) 6198-1334;(85) 92160-9344
1605;Vanessa Martins;suporte01@inmestra.com.br;Clínica Nova Esperança;Nova Esperança Serviços Médicos LTDA;(52) 4547-9746;(40) 95565-8948
1607;Carlos Moreira;esocial01@inmestra.com.br;Clínica Nova Esperança;Nova Esperança Serviços Médicos LTDA;(65) 5024-9043;(48) 95874-1942
1609;Vanessa Martins;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(39) 4162-9527;(47) 91850-1260
1612;Juliana Castro;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Nova Esperança Serviços Médicos LTDA;(15) 8695-7481;(20) 95243-4530
1613;Rafael Dias;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Nova Esperança Serviços Médicos LTDA;(41) 6281-2787;(50) 96707-1396
1614;João Lima;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(92) 2036-8582;(88) 97331-2455
1615;Patrícia Andrade;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Diagnóstico Avançado S/A;(54) 8359-5408;(78) 92885-8260
1618;Vanessa Martins;inovacao01@inmestra.com.br;Instituto MedCare;Vida Saudável LTDA;(67) 8832-6346;(98) 97192-5330
1621;Fernanda Souza;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(87) 9568-3202;(40) 99304-3083
1622;Gabriela Rocha;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Saúde e Trabalho LTDA;(81) 6769-3319;(27) 93695-6823
1623;Fernanda Souza;esocial01@inmestra.com.br;Saúde Corporativa Plus;Instituto MedCare LTDA;(32) 8057-6877;(90) 95497-2637
1624;Thiago Almeida;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(95) 8543-3232;(68) 95034-4442
1625;Rafael Dias;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Saúde e Trabalho LTDA;(90) 7894-6013;(59) 98767-2613
1626;Vanessa Martins;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Horizonte Clínicas Integradas;(95) 8147-4898;(67) 98909-2071
1629;Lucas Ferreira;suporte01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(65) 5750-5496;(82) 95296-2319
1631;Fernanda Souza;suporte01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(76) 3572-7194;(98) 92437-4718
1632;Lucas Ferreira;esocial01@inmestra.com.br;Instituto MedCare;Corporativa Plus Saúde LTDA;(52) 5615-1491;(60) 92657-7907
1633;Patrícia Andrade;suporte01@inmestra.com.br;Clínica Vida Saudável;Horizonte Clínicas Integradas;(20) 5845-9622;(21) 99161-3708
1634;Gabriela Rocha;suporte01@inmestra.com.br;Clínica Horizonte;Nova Esperança Serviços Médicos LTDA;(74) 2363-4748;(12) 99139-1979
1637;Carlos Moreira;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Horizonte Clínicas Integradas;(43) 2078-8836;(97) 98986-6540
1638;Lucas Ferreira;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(72) 8240-6044;(21) 91679-6149
1640;Juliana Castro;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Saúde e Trabalho LTDA;(12) 5677-1065;(18) 98449-2672
1641;Juliana Castro;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Bem-Estar Diagnósticos LTDA;(12) 4958-3383;(95) 97925-9480
1642;Fernanda Souza;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(97) 6554-9869;(61) 93839-2433
1643;Thiago Almeida;inovacao01@inmestra.com.br;Clínica Horizonte;Bem-Estar Diagnósticos LTDA;(91) 4293-5034;(90) 91160-7085
1644;Rafael Dias;suporte01@inmestra.com.br;Clínica Horizonte;Vida Saudável LTDA;(64) 2984-4201;(66) 91114-3428
1645;Vanessa Martins;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Diagnóstico Avançado S/A;(86) 9888-7806;(91) 95357-9870
1646;Vanessa Martins;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(16) 6306-9905;(53) 98291-1685
1648;Lucas Ferreira;suporte01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(14) 8195-2516;(26) 96185-3162
1650;João Lima;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Bem-Estar Diagnósticos LTDA;(97) 6368-8793;(31) 98573-9504
1651;Fernanda Souza;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde Integral S/A;(76) 5996-8538;(25) 93421-2119
1655;Patrícia Andrade;esocial01@inmestra.com.br;Clínica Vida Saudável;Vida Saudável LTDA;(82) 5364-3137;(71) 93309-4797
1656;Rafael Dias;suporte01@inmestra.com.br;Clínica Nova Esperança;Saúde e Trabalho LTDA;(93) 9638-5522;(28) 95697-4297
1657;Vanessa Martins;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(88) 4741-6585;(40) 96049-6007
1658;Gabriela Rocha;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde e Trabalho LTDA;(81) 7560-9661;(35) 99820-3809
1659;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica Vida Saudável;Horizonte Clínicas Integradas;(79) 9557-4741;(60) 98428-8580
1660;Carlos Moreira;inovacao01@inmestra.com.br;Clínica Horizonte;Saúde Integral S/A;(47) 5319-4413;(36) 98114-1955
1662;João Lima;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Nova Esperança Serviços Médicos LTDA;(13) 8486-5633;(81) 93810-4270
1663;Fernanda Souza;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Corporativa Plus Saúde LTDA;(15) 3660-1631;(63) 95604-4159
1664;Gabriela Rocha;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(49) 3476-6272;(45) 95765-2830
1665;Thiago Almeida;esocial01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(71) 2973-3427;(86) 91527-5066
1666;Carlos Moreira;esocial01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(67) 7108-8772;(24) 95752-2698
1667;Vanessa Martins;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Diagnóstico Avançado S/A;(97) 6097-9578;(80) 91448-3891
1668;Carlos Moreira;esocial01@inmestra.com.br;Clínica Horizonte;Corporativa Plus Saúde LTDA;(43) 4421-6439;(76) 97836-6005
1669;Vanessa Martins;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(73) 4855-3408;(90) 91508-7671
1670;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Vida Saudável;Horizonte Clínicas Integradas;(91) 4652-4312;(64) 93337-8833
1671;Carlos Moreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde Integral S/A;(24) 8215-8668;(79) 99287-3477
1673;Patrícia Andrade;esocial01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(67) 8319-3349;(64) 94211-3657
1674;Vanessa Martins;inovacao01@inmestra.com.br;Instituto MedCare;Diagnóstico Avançado S/A;(35) 9229-6183;(87) 93398-7606
1675;João Lima;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(84) 2237-7485;(36) 91947-2262
1676;Lucas Ferreira;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Vida Saudável LTDA;(73) 2423-1516;(54) 98606-1682
1678;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Horizonte;ProVida Serviços Médicos LTDA;(73) 7067-3149;(56) 97790-5238
1679;Rafael Dias;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(68) 2950-2565;(52) 92118-7147
1681;Gabriela Rocha;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Instituto MedCare LTDA;(44) 6618-9651;(99) 91418-7303
1682;João Lima;esocial01@inmestra.com.br;Clínica Vida Saudável;Vida Saudável LTDA;(76) 2830-9450;(78) 91067-8518
1683;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Nova Esperança;Saúde e Trabalho LTDA;(91) 4969-1192;(25) 95508-2056
1684;Carlos Moreira;inovacao01@inmestra.com.br;Clínica Horizonte;Bem-Estar Diagnósticos LTDA;(32) 4252-9438;(82) 96874-2966
1686;Rafael Dias;inovacao01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(19) 6198-3007;(63) 99094-4415
1687;Fernanda Souza;suporte01@inmestra.com.br;Saúde Corporativa Plus;Horizonte Clínicas Integradas;(85) 3537-2587;(42) 95794-8249
1688;Carlos Moreira;inovacao01@inmestra.com.br;Clínica ProVida;Bem-Estar Diagnósticos LTDA;(22) 5939-3066;(86) 97914-4423
1690;Thiago Almeida;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Bem-Estar Diagnósticos LTDA;(89) 3696-3454;(77) 97092-2986
1691;Fernanda Souza;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(25) 8780-3497;(71) 98259-2520
1692;Rafael Dias;suporte01@inmestra.com.br;Saúde Integral Ocupacional;ProVida Serviços Médicos LTDA;(47) 2389-4843;(63) 99097-8094
1693;Rafael Dias;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;ProVida Serviços Médicos LTDA;(28) 4641-3538;(93) 99915-4613
1694;Carlos Moreira;suporte01@inmestra.com.br;Clínica ProVida;ProVida Serviços Médicos LTDA;(71) 7907-5260;(58) 96021-8813
1695;Juliana Castro;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(20) 3485-8082;(91) 91668-2714
1697;João Lima;esocial01@inmestra.com.br;Clínica ProVida;Corporativa Plus Saúde LTDA;(26) 9629-1992;(62) 97990-2344
1698;Carlos Moreira;esocial01@inmestra.com.br;Clínica Nova Esperança;Instituto MedCare LTDA;(20) 2351-7629;(24) 97556-1207
1699;Thiago Almeida;suporte01@inmestra.com.br;Clínica Horizonte;ProVida Serviços Médicos LTDA;(65) 8168-8728;(45) 95960-7608
1700;Fernanda Souza;inovacao01@inmestra.com.br;Clínica ProVida;Saúde e Trabalho LTDA;(94) 9758-6957;(73) 98418-6540
1701;Rafael Dias;inovacao01@inmestra.com.br;Instituto Saúde e Trabalho;Corporativa Plus Saúde LTDA;(78) 5067-3157;(30) 97054-4009
1703;Patrícia Andrade;esocial01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(38) 6613-2249;(34) 96002-1594
1706;Lucas Ferreira;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Nova Esperança Serviços Médicos LTDA;(58) 8112-8752;(81) 92475-1632
1708;João Lima;inovacao01@inmestra.com.br;Instituto MedCare;Vida Saudável LTDA;(33) 3846-1942;(61) 95707-7146
1710;Gabriela Rocha;suporte01@inmestra.com.br;Clínica ProVida;Corporativa Plus Saúde LTDA;(65) 2345-2344;(33) 93775-3359
1712;Rafael Dias;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Saúde e Trabalho LTDA;(39) 3268-4190;(50) 96234-8665
1714;Lucas Ferreira;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Nova Esperança Serviços Médicos LTDA;(78) 5937-5336;(77) 98134-9342
1715;Rafael Dias;inovacao01@inmestra.com.br;Clínica Nova Esperança;Corporativa Plus Saúde LTDA;(18) 8742-8053;(67) 91434-1123
1716;Patrícia Andrade;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Horizonte Clínicas Integradas;(46) 6053-8539;(95) 96477-5406
1717;Carlos Moreira;esocial01@inmestra.com.br;Saúde Corporativa Plus;Nova Esperança Serviços Médicos LTDA;(94) 9433-8453;(85) 92829-4496
1718;Gabriela Rocha;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde Integral S/A;(78) 5121-9608;(28) 97487-3727
1719;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Nova Esperança Serviços Médicos LTDA;(22) 3659-2852;(28) 95883-8879
1721;Vanessa Martins;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(32) 5442-4670;(11) 91214-3969
1723;Patrícia Andrade;esocial01@inmestra.com.br;Clínica Vida Saudável;Nova Esperança Serviços Médicos LTDA;(28) 5188-9366;(84) 99471-3563
1724;Juliana Castro;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Saúde e Trabalho LTDA;(47) 5957-6805;(63) 93426-7300
1727;Patrícia Andrade;suporte01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(60) 5004-8534;(53) 92095-9705
1728;Rafael Dias;suporte01@inmestra.com.br;Instituto MedCare;Vida Saudável LTDA;(20) 6857-4442;(35) 93362-4928
1730;Thiago Almeida;inovacao01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(28) 5528-1300;(86) 96426-6345
1731;Thiago Almeida;inovacao01@inmestra.com.br;Clínica Vida Saudável;Saúde Integral S/A;(31) 6020-8724;(85) 94192-6598
1732;Fernanda Souza;suporte01@inmestra.com.br;Clínica Vida Saudável;Vida Saudável LTDA;(30) 4796-9789;(41) 92682-5613
1733;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(40) 4001-4604;(68) 99734-2800
1734;Gabriela Rocha;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(85) 3152-2221;(56) 96852-9276
1735;Lucas Ferreira;esocial01@inmestra.com.br;Saúde Corporativa Plus;Corporativa Plus Saúde LTDA;(18) 4425-5452;(47) 98118-8537
1737;Thiago Almeida;esocial01@inmestra.com.br;Clínica Nova Esperança;Nova Esperança Serviços Médicos LTDA;(23) 2748-2079;(69) 91845-6908
1738;Vanessa Martins;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(82) 3428-7445;(73) 92301-2454
1739;Lucas Ferreira;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Diagnóstico Avançado S/A;(76) 5188-7328;(98) 96871-3386
1741;Carlos Moreira;inovacao01@inmestra.com.br;Instituto MedCare;Corporativa Plus Saúde LTDA;(34) 4774-3158;(70) 91951-2285
1742;Vanessa Martins;esocial01@inmestra.com.br;Clínica Vida Saudável;Bem-Estar Diagnósticos LTDA;(51) 7090-8390;(89) 91604-5472
1744;Juliana Castro;inovacao01@inmestra.com.br;Centro de Diagnóstico Avançado;Vida Saudável LTDA;(17) 2344-8310;(78) 94543-5158
1746;João Lima;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(47) 5505-9220;(67) 99177-8761
1747;Lucas Ferreira;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Vida Saudável LTDA;(76) 3924-4363;(93) 93964-4905
1748;Vanessa Martins;esocial01@inmestra.com.br;Instituto MedCare;Bem-Estar Diagnósticos LTDA;(24) 6154-9445;(92) 94437-7091
1749;João Lima;esocial01@inmestra.com.br;Clínica Horizonte;Horizonte Clínicas Integradas;(50) 4400-2201;(19) 91190-9401
1750;Vanessa Martins;inovacao01@inmestra.com.br;Saúde Corporativa Plus;ProVida Serviços Médicos LTDA;(40) 7961-1684;(38) 97944-8826
1751;Lucas Ferreira;esocial01@inmestra.com.br;Clínica Nova Esperança;Corporativa Plus Saúde LTDA;(35) 2881-9067;(62) 92169-7091
1752;Patrícia Andrade;esocial01@inmestra.com.br;Centro de Diagnóstico Avançado;Saúde e Trabalho LTDA;(56) 3232-6233;(14) 96801-5410
1753;João Lima;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Nova Esperança Serviços Médicos LTDA;(58) 2689-5226;(62) 91769-4629
1754;Rafael Dias;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(79) 9875-9854;(56) 95280-5212
1756;Gabriela Rocha;suporte01@inmestra.com.br;Clínica Nova Esperança;Vida Saudável LTDA;(73) 2750-2077;(90) 93077-2334
1757;Vanessa Martins;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Vida Saudável LTDA;(89) 9701-9990;(45) 94841-4974
1758;Rafael Dias;esocial01@inmestra.com.br;Clínica Vida Saudável;Saúde Integral S/A;(15) 3368-8806;(16) 92617-9412
1759;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Corporativa Plus Saúde LTDA;(68) 4814-3275;(89) 97253-4302
1760;Gabriela Rocha;inovacao01@inmestra.com.br;Clínica ProVida;Vida Saudável LTDA;(45) 6657-6752;(42) 91503-6166
1763;Thiago Almeida;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(17) 9183-6986;(13) 91341-1955
1765;Fernanda Souza;suporte01@inmestra.com.br;Clínica Vida Saudável;Instituto MedCare LTDA;(68) 3686-6130;(32) 99381-1927
1766;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(52) 6203-5904;(39) 92657-1613
1767;Juliana Castro;esocial01@inmestra.com.br;Instituto MedCare;Instituto MedCare LTDA;(93) 8389-1549;(51) 92274-3520
1768;Juliana Castro;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;Corporativa Plus Saúde LTDA;(25) 7577-7504;(29) 98718-6204
1769;Fernanda Souza;esocial01@inmestra.com.br;Saúde Corporativa Plus;Vida Saudável LTDA;(39) 9432-3699;(19) 92745-5357
1770;Patrícia Andrade;inovacao01@inmestra.com.br;Centro Médico Bem-Estar;ProVida Serviços Médicos LTDA;(49) 3584-8986;(85) 99928-8577
1771;Gabriela Rocha;suporte01@inmestra.com.br;Clínica ProVida;Instituto MedCare LTDA;(18) 5765-4202;(59) 93190-9013
1773;Carlos Moreira;esocial01@inmestra.com.br;Saúde Integral Ocupacional;Saúde e Trabalho LTDA;(89) 9217-7444;(50) 92153-9832
1774;Gabriela Rocha;suporte01@inmestra.com.br;Centro Médico Bem-Estar;Saúde Integral S/A;(84) 7450-7314;(65) 91628-2032
1775;Vanessa Martins;esocial01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(60) 6853-5783;(65) 91349-9708
1776;Thiago Almeida;suporte01@inmestra.com.br;Clínica Nova Esperança;Instituto MedCare LTDA;(20) 4423-5971;(35) 94821-7685
1778;Thiago Almeida;suporte01@inmestra.com.br;Saúde Integral Ocupacional;Saúde e Trabalho LTDA;(57) 7471-8234;(20) 91938-7799
1779;João Lima;esocial01@inmestra.com.br;Clínica Nova Esperança;Horizonte Clínicas Integradas;(22) 2583-6608;(38) 99319-4970
1780;João Lima;inovacao01@inmestra.com.br;Instituto MedCare;Saúde e Trabalho LTDA;(14) 4923-2311;(56) 96582-7901
1782;Thiago Almeida;inovacao01@inmestra.com.br;Saúde Corporativa Plus;ProVida Serviços Médicos LTDA;(87) 7553-6306;(16) 99858-2986
1783;Carlos Moreira;esocial01@inmestra.com.br;Clínica Vida Saudável;Corporativa Plus Saúde LTDA;(36) 7026-6503;(39) 92863-5162
1785;Gabriela Rocha;esocial01@inmestra.com.br;Clínica Vida Saudável;ProVida Serviços Médicos LTDA;(97) 5393-9411;(26) 99753-5262
1786;Carlos Moreira;inovacao01@inmestra.com.br;Saúde Integral Ocupacional;Saúde Integral S/A;(73) 4493-2951;(29) 95467-1849
1788;Lucas Ferreira;esocial01@inmestra.com.br;Instituto Saúde e Trabalho;Bem-Estar Diagnósticos LTDA;(54) 2708-5004;(78) 97283-2890
1789;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica Horizonte;Saúde e Trabalho LTDA;(67) 2802-5266;(49) 93902-2998
1790;Patrícia Andrade;inovacao01@inmestra.com.br;Clínica Vida Saudável;Bem-Estar Diagnósticos LTDA;(24) 8640-5675;(85) 92444-6599
1791;Vanessa Martins;suporte01@inmestra.com.br;Centro de Diagnóstico Avançado;Horizonte Clínicas Integradas;(55) 2734-3446;(50) 99353-2016
1792;Thiago Almeida;inovacao01@inmestra.com.br;Instituto MedCare;Horizonte Clínicas Integradas;(15) 2578-1883;(65) 99746-5513
1793;Lucas Ferreira;esocial01@inmestra.com.br;Centro Médico Bem-Estar;Diagnóstico Avançado S/A;(31) 5890-8694;(67) 91344-7629
1794;Fernanda Souza;esocial01@inmestra.com.br;Clínica Nova Esperança;Saúde Integral S/A;(53) 6587-2831;(96) 99235-5067
1796;Patrícia Andrade;inovacao01@inmestra.com.br;Saúde Corporativa Plus;Saúde e Trabalho LTDA;(22) 3843-8280;(75) 95887-2103
1797;Vanessa Martins;inovacao01@inmestra.com.br;Clínica ProVida;Diagnóstico Avançado S/A;(60) 9818-9484;(54) 94531-1171
1798;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Vida Saudável;Saúde e Trabalho LTDA;(92) 2919-1388;(68) 91568-4225
1800;Carlos Moreira;esocial01@inmestra.com.br;Clínica Horizonte;Saúde Integral S/A;(67) 7259-8588;(77) 99532-3277
1801;Vanessa Martins;suporte01@inmestra.com.br;Clínica ProVida;Horizonte Clínicas Integradas;(27) 2914-6698;(78) 95904-5040
1803;Lucas Ferreira;esocial01@inmestra.com.br;Saúde Corporativa Plus;Nova Esperança Serviços Médicos LTDA;(67) 3070-3586;(27) 96194-7776
1804;Vanessa Martins;inovacao01@inmestra.com.br;Clínica Horizonte;ProVida Serviços Médicos LTDA;(70) 9669-7912;(18) 93689-4541
1806;Thiago Almeida;esocial01@inmestra.com.br;Clínica ProVida;ProVida Serviços Médicos LTDA;(69) 6374-6753;(25) 92199-6233
